"X","Y"
249520.616895572,6011030.43889994
261520.616895572,6011030.43889994
273520.616895572,6011030.43889994
285520.616895572,6011030.43889994
297520.616895572,6011030.43889994
309520.616895572,6011030.43889994
321520.616895572,6011030.43889994
333520.616895572,6011030.43889994
345520.616895572,6011030.43889994
357520.616895572,6011030.43889994
369520.616895572,6011030.43889994
381520.616895572,6011030.43889994
393520.616895572,6011030.43889994
405520.616895572,6011030.43889994
417520.616895572,6011030.43889994
429520.616895572,6011030.43889994
441520.616895572,6011030.43889994
453520.616895572,6011030.43889994
465520.616895572,6011030.43889994
477520.616895572,6011030.43889994
489520.616895572,6011030.43889994
501520.616895572,6011030.43889994
513520.616895572,6011030.43889994
525520.616895572,6011030.43889994
537520.616895572,6011030.43889994
549520.616895572,6011030.43889994
573520.616895572,6011030.43889994
105520.616895572,6023030.43889994
117520.616895572,6023030.43889994
129520.616895572,6023030.43889994
141520.616895572,6023030.43889994
153520.616895572,6023030.43889994
165520.616895572,6023030.43889994
177520.616895572,6023030.43889994
189520.616895572,6023030.43889994
201520.616895572,6023030.43889994
213520.616895572,6023030.43889994
225520.616895572,6023030.43889994
237520.616895572,6023030.43889994
249520.616895572,6023030.43889994
261520.616895572,6023030.43889994
273520.616895572,6023030.43889994
285520.616895572,6023030.43889994
297520.616895572,6023030.43889994
309520.616895572,6023030.43889994
321520.616895572,6023030.43889994
333520.616895572,6023030.43889994
345520.616895572,6023030.43889994
357520.616895572,6023030.43889994
369520.616895572,6023030.43889994
381520.616895572,6023030.43889994
393520.616895572,6023030.43889994
405520.616895572,6023030.43889994
417520.616895572,6023030.43889994
429520.616895572,6023030.43889994
441520.616895572,6023030.43889994
453520.616895572,6023030.43889994
465520.616895572,6023030.43889994
477520.616895572,6023030.43889994
489520.616895572,6023030.43889994
501520.616895572,6023030.43889994
513520.616895572,6023030.43889994
525520.616895572,6023030.43889994
537520.616895572,6023030.43889994
549520.616895572,6023030.43889994
561520.616895572,6023030.43889994
573520.616895572,6023030.43889994
585520.616895572,6023030.43889994
117520.616895572,6035030.43889994
129520.616895572,6035030.43889994
141520.616895572,6035030.43889994
153520.616895572,6035030.43889994
165520.616895572,6035030.43889994
177520.616895572,6035030.43889994
189520.616895572,6035030.43889994
201520.616895572,6035030.43889994
213520.616895572,6035030.43889994
225520.616895572,6035030.43889994
237520.616895572,6035030.43889994
249520.616895572,6035030.43889994
261520.616895572,6035030.43889994
273520.616895572,6035030.43889994
285520.616895572,6035030.43889994
297520.616895572,6035030.43889994
309520.616895572,6035030.43889994
321520.616895572,6035030.43889994
333520.616895572,6035030.43889994
345520.616895572,6035030.43889994
357520.616895572,6035030.43889994
369520.616895572,6035030.43889994
381520.616895572,6035030.43889994
393520.616895572,6035030.43889994
405520.616895572,6035030.43889994
417520.616895572,6035030.43889994
429520.616895572,6035030.43889994
441520.616895572,6035030.43889994
453520.616895572,6035030.43889994
465520.616895572,6035030.43889994
477520.616895572,6035030.43889994
489520.616895572,6035030.43889994
501520.616895572,6035030.43889994
513520.616895572,6035030.43889994
525520.616895572,6035030.43889994
537520.616895572,6035030.43889994
549520.616895572,6035030.43889994
561520.616895572,6035030.43889994
573520.616895572,6035030.43889994
585520.616895572,6035030.43889994
597520.616895572,6035030.43889994
609520.616895572,6035030.43889994
621520.616895572,6035030.43889994
165520.616895572,6047030.43889994
177520.616895572,6047030.43889994
189520.616895572,6047030.43889994
201520.616895572,6047030.43889994
213520.616895572,6047030.43889994
225520.616895572,6047030.43889994
237520.616895572,6047030.43889994
249520.616895572,6047030.43889994
261520.616895572,6047030.43889994
273520.616895572,6047030.43889994
285520.616895572,6047030.43889994
297520.616895572,6047030.43889994
309520.616895572,6047030.43889994
321520.616895572,6047030.43889994
333520.616895572,6047030.43889994
345520.616895572,6047030.43889994
357520.616895572,6047030.43889994
369520.616895572,6047030.43889994
381520.616895572,6047030.43889994
393520.616895572,6047030.43889994
405520.616895572,6047030.43889994
417520.616895572,6047030.43889994
429520.616895572,6047030.43889994
441520.616895572,6047030.43889994
453520.616895572,6047030.43889994
465520.616895572,6047030.43889994
477520.616895572,6047030.43889994
489520.616895572,6047030.43889994
501520.616895572,6047030.43889994
513520.616895572,6047030.43889994
525520.616895572,6047030.43889994
537520.616895572,6047030.43889994
549520.616895572,6047030.43889994
561520.616895572,6047030.43889994
573520.616895572,6047030.43889994
585520.616895572,6047030.43889994
597520.616895572,6047030.43889994
609520.616895572,6047030.43889994
621520.616895572,6047030.43889994
633520.616895572,6047030.43889994
645520.616895572,6047030.43889994
657520.616895572,6047030.43889994
177520.616895572,6059030.43889994
189520.616895572,6059030.43889994
201520.616895572,6059030.43889994
213520.616895572,6059030.43889994
225520.616895572,6059030.43889994
237520.616895572,6059030.43889994
249520.616895572,6059030.43889994
261520.616895572,6059030.43889994
273520.616895572,6059030.43889994
297520.616895572,6059030.43889994
309520.616895572,6059030.43889994
321520.616895572,6059030.43889994
333520.616895572,6059030.43889994
345520.616895572,6059030.43889994
357520.616895572,6059030.43889994
369520.616895572,6059030.43889994
381520.616895572,6059030.43889994
393520.616895572,6059030.43889994
405520.616895572,6059030.43889994
417520.616895572,6059030.43889994
429520.616895572,6059030.43889994
441520.616895572,6059030.43889994
453520.616895572,6059030.43889994
465520.616895572,6059030.43889994
477520.616895572,6059030.43889994
489520.616895572,6059030.43889994
501520.616895572,6059030.43889994
513520.616895572,6059030.43889994
525520.616895572,6059030.43889994
537520.616895572,6059030.43889994
549520.616895572,6059030.43889994
561520.616895572,6059030.43889994
573520.616895572,6059030.43889994
585520.616895572,6059030.43889994
597520.616895572,6059030.43889994
609520.616895572,6059030.43889994
621520.616895572,6059030.43889994
633520.616895572,6059030.43889994
645520.616895572,6059030.43889994
657520.616895572,6059030.43889994
669520.616895572,6059030.43889994
249520.616895572,6071030.43889994
261520.616895572,6071030.43889994
273520.616895572,6071030.43889994
309520.616895572,6071030.43889994
321520.616895572,6071030.43889994
333520.616895572,6071030.43889994
345520.616895572,6071030.43889994
357520.616895572,6071030.43889994
369520.616895572,6071030.43889994
381520.616895572,6071030.43889994
393520.616895572,6071030.43889994
405520.616895572,6071030.43889994
417520.616895572,6071030.43889994
429520.616895572,6071030.43889994
441520.616895572,6071030.43889994
453520.616895572,6071030.43889994
477520.616895572,6071030.43889994
489520.616895572,6071030.43889994
501520.616895572,6071030.43889994
513520.616895572,6071030.43889994
525520.616895572,6071030.43889994
537520.616895572,6071030.43889994
549520.616895572,6071030.43889994
561520.616895572,6071030.43889994
573520.616895572,6071030.43889994
585520.616895572,6071030.43889994
597520.616895572,6071030.43889994
609520.616895572,6071030.43889994
621520.616895572,6071030.43889994
633520.616895572,6071030.43889994
645520.616895572,6071030.43889994
657520.616895572,6071030.43889994
669520.616895572,6071030.43889994
681520.616895572,6071030.43889994
261520.616895572,6083030.43889994
273520.616895572,6083030.43889994
297520.616895572,6083030.43889994
309520.616895572,6083030.43889994
321520.616895572,6083030.43889994
333520.616895572,6083030.43889994
345520.616895572,6083030.43889994
357520.616895572,6083030.43889994
369520.616895572,6083030.43889994
381520.616895572,6083030.43889994
393520.616895572,6083030.43889994
405520.616895572,6083030.43889994
417520.616895572,6083030.43889994
429520.616895572,6083030.43889994
441520.616895572,6083030.43889994
453520.616895572,6083030.43889994
489520.616895572,6083030.43889994
501520.616895572,6083030.43889994
513520.616895572,6083030.43889994
525520.616895572,6083030.43889994
537520.616895572,6083030.43889994
549520.616895572,6083030.43889994
561520.616895572,6083030.43889994
573520.616895572,6083030.43889994
585520.616895572,6083030.43889994
597520.616895572,6083030.43889994
609520.616895572,6083030.43889994
621520.616895572,6083030.43889994
633520.616895572,6083030.43889994
645520.616895572,6083030.43889994
657520.616895572,6083030.43889994
669520.616895572,6083030.43889994
681520.616895572,6083030.43889994
693520.616895572,6083030.43889994
705520.616895572,6083030.43889994
717520.616895572,6083030.43889994
297520.616895572,6095030.43889994
309520.616895572,6095030.43889994
321520.616895572,6095030.43889994
333520.616895572,6095030.43889994
345520.616895572,6095030.43889994
357520.616895572,6095030.43889994
369520.616895572,6095030.43889994
381520.616895572,6095030.43889994
393520.616895572,6095030.43889994
405520.616895572,6095030.43889994
417520.616895572,6095030.43889994
441520.616895572,6095030.43889994
453520.616895572,6095030.43889994
477520.616895572,6095030.43889994
489520.616895572,6095030.43889994
501520.616895572,6095030.43889994
513520.616895572,6095030.43889994
525520.616895572,6095030.43889994
537520.616895572,6095030.43889994
549520.616895572,6095030.43889994
561520.616895572,6095030.43889994
573520.616895572,6095030.43889994
585520.616895572,6095030.43889994
597520.616895572,6095030.43889994
609520.616895572,6095030.43889994
621520.616895572,6095030.43889994
633520.616895572,6095030.43889994
645520.616895572,6095030.43889994
657520.616895572,6095030.43889994
669520.616895572,6095030.43889994
681520.616895572,6095030.43889994
693520.616895572,6095030.43889994
705520.616895572,6095030.43889994
717520.616895572,6095030.43889994
729520.616895572,6095030.43889994
321520.616895572,6107030.43889994
333520.616895572,6107030.43889994
345520.616895572,6107030.43889994
357520.616895572,6107030.43889994
369520.616895572,6107030.43889994
381520.616895572,6107030.43889994
393520.616895572,6107030.43889994
405520.616895572,6107030.43889994
417520.616895572,6107030.43889994
429520.616895572,6107030.43889994
477520.616895572,6107030.43889994
489520.616895572,6107030.43889994
501520.616895572,6107030.43889994
513520.616895572,6107030.43889994
525520.616895572,6107030.43889994
537520.616895572,6107030.43889994
549520.616895572,6107030.43889994
561520.616895572,6107030.43889994
573520.616895572,6107030.43889994
585520.616895572,6107030.43889994
597520.616895572,6107030.43889994
609520.616895572,6107030.43889994
621520.616895572,6107030.43889994
633520.616895572,6107030.43889994
645520.616895572,6107030.43889994
657520.616895572,6107030.43889994
669520.616895572,6107030.43889994
681520.616895572,6107030.43889994
693520.616895572,6107030.43889994
705520.616895572,6107030.43889994
717520.616895572,6107030.43889994
729520.616895572,6107030.43889994
741520.616895572,6107030.43889994
333520.616895572,6119030.43889994
345520.616895572,6119030.43889994
357520.616895572,6119030.43889994
369520.616895572,6119030.43889994
381520.616895572,6119030.43889994
417520.616895572,6119030.43889994
429520.616895572,6119030.43889994
453520.616895572,6119030.43889994
465520.616895572,6119030.43889994
477520.616895572,6119030.43889994
489520.616895572,6119030.43889994
501520.616895572,6119030.43889994
513520.616895572,6119030.43889994
525520.616895572,6119030.43889994
537520.616895572,6119030.43889994
549520.616895572,6119030.43889994
561520.616895572,6119030.43889994
573520.616895572,6119030.43889994
585520.616895572,6119030.43889994
597520.616895572,6119030.43889994
609520.616895572,6119030.43889994
621520.616895572,6119030.43889994
633520.616895572,6119030.43889994
645520.616895572,6119030.43889994
657520.616895572,6119030.43889994
669520.616895572,6119030.43889994
681520.616895572,6119030.43889994
693520.616895572,6119030.43889994
705520.616895572,6119030.43889994
717520.616895572,6119030.43889994
729520.616895572,6119030.43889994
741520.616895572,6119030.43889994
753520.616895572,6119030.43889994
321520.616895572,6131030.43889994
333520.616895572,6131030.43889994
345520.616895572,6131030.43889994
357520.616895572,6131030.43889994
369520.616895572,6131030.43889994
381520.616895572,6131030.43889994
441520.616895572,6131030.43889994
453520.616895572,6131030.43889994
465520.616895572,6131030.43889994
477520.616895572,6131030.43889994
489520.616895572,6131030.43889994
501520.616895572,6131030.43889994
513520.616895572,6131030.43889994
525520.616895572,6131030.43889994
537520.616895572,6131030.43889994
549520.616895572,6131030.43889994
561520.616895572,6131030.43889994
573520.616895572,6131030.43889994
585520.616895572,6131030.43889994
597520.616895572,6131030.43889994
609520.616895572,6131030.43889994
621520.616895572,6131030.43889994
633520.616895572,6131030.43889994
645520.616895572,6131030.43889994
657520.616895572,6131030.43889994
669520.616895572,6131030.43889994
681520.616895572,6131030.43889994
693520.616895572,6131030.43889994
705520.616895572,6131030.43889994
717520.616895572,6131030.43889994
729520.616895572,6131030.43889994
741520.616895572,6131030.43889994
753520.616895572,6131030.43889994
765520.616895572,6131030.43889994
321520.616895572,6143030.43889994
333520.616895572,6143030.43889994
345520.616895572,6143030.43889994
369520.616895572,6143030.43889994
381520.616895572,6143030.43889994
429520.616895572,6143030.43889994
441520.616895572,6143030.43889994
453520.616895572,6143030.43889994
465520.616895572,6143030.43889994
477520.616895572,6143030.43889994
489520.616895572,6143030.43889994
501520.616895572,6143030.43889994
513520.616895572,6143030.43889994
525520.616895572,6143030.43889994
537520.616895572,6143030.43889994
549520.616895572,6143030.43889994
561520.616895572,6143030.43889994
573520.616895572,6143030.43889994
585520.616895572,6143030.43889994
597520.616895572,6143030.43889994
609520.616895572,6143030.43889994
621520.616895572,6143030.43889994
633520.616895572,6143030.43889994
645520.616895572,6143030.43889994
657520.616895572,6143030.43889994
669520.616895572,6143030.43889994
681520.616895572,6143030.43889994
693520.616895572,6143030.43889994
705520.616895572,6143030.43889994
717520.616895572,6143030.43889994
729520.616895572,6143030.43889994
741520.616895572,6143030.43889994
753520.616895572,6143030.43889994
765520.616895572,6143030.43889994
333520.616895572,6155030.43889994
345520.616895572,6155030.43889994
417520.616895572,6155030.43889994
429520.616895572,6155030.43889994
441520.616895572,6155030.43889994
477520.616895572,6155030.43889994
489520.616895572,6155030.43889994
501520.616895572,6155030.43889994
513520.616895572,6155030.43889994
525520.616895572,6155030.43889994
537520.616895572,6155030.43889994
549520.616895572,6155030.43889994
561520.616895572,6155030.43889994
573520.616895572,6155030.43889994
585520.616895572,6155030.43889994
597520.616895572,6155030.43889994
609520.616895572,6155030.43889994
621520.616895572,6155030.43889994
633520.616895572,6155030.43889994
645520.616895572,6155030.43889994
657520.616895572,6155030.43889994
669520.616895572,6155030.43889994
681520.616895572,6155030.43889994
693520.616895572,6155030.43889994
705520.616895572,6155030.43889994
717520.616895572,6155030.43889994
729520.616895572,6155030.43889994
741520.616895572,6155030.43889994
753520.616895572,6155030.43889994
765520.616895572,6155030.43889994
777520.616895572,6155030.43889994
789520.616895572,6155030.43889994
801520.616895572,6155030.43889994
333520.616895572,6167030.43889994
345520.616895572,6167030.43889994
429520.616895572,6167030.43889994
441520.616895572,6167030.43889994
453520.616895572,6167030.43889994
489520.616895572,6167030.43889994
501520.616895572,6167030.43889994
513520.616895572,6167030.43889994
525520.616895572,6167030.43889994
537520.616895572,6167030.43889994
549520.616895572,6167030.43889994
561520.616895572,6167030.43889994
573520.616895572,6167030.43889994
585520.616895572,6167030.43889994
597520.616895572,6167030.43889994
609520.616895572,6167030.43889994
621520.616895572,6167030.43889994
633520.616895572,6167030.43889994
645520.616895572,6167030.43889994
657520.616895572,6167030.43889994
669520.616895572,6167030.43889994
681520.616895572,6167030.43889994
693520.616895572,6167030.43889994
705520.616895572,6167030.43889994
717520.616895572,6167030.43889994
729520.616895572,6167030.43889994
741520.616895572,6167030.43889994
753520.616895572,6167030.43889994
765520.616895572,6167030.43889994
777520.616895572,6167030.43889994
789520.616895572,6167030.43889994
801520.616895572,6167030.43889994
813520.616895572,6167030.43889994
441520.616895572,6179030.43889994
453520.616895572,6179030.43889994
477520.616895572,6179030.43889994
489520.616895572,6179030.43889994
501520.616895572,6179030.43889994
525520.616895572,6179030.43889994
537520.616895572,6179030.43889994
549520.616895572,6179030.43889994
561520.616895572,6179030.43889994
573520.616895572,6179030.43889994
585520.616895572,6179030.43889994
597520.616895572,6179030.43889994
609520.616895572,6179030.43889994
621520.616895572,6179030.43889994
633520.616895572,6179030.43889994
645520.616895572,6179030.43889994
657520.616895572,6179030.43889994
669520.616895572,6179030.43889994
681520.616895572,6179030.43889994
693520.616895572,6179030.43889994
705520.616895572,6179030.43889994
717520.616895572,6179030.43889994
729520.616895572,6179030.43889994
741520.616895572,6179030.43889994
753520.616895572,6179030.43889994
765520.616895572,6179030.43889994
777520.616895572,6179030.43889994
789520.616895572,6179030.43889994
801520.616895572,6179030.43889994
813520.616895572,6179030.43889994
825520.616895572,6179030.43889994
477520.616895572,6191030.43889994
489520.616895572,6191030.43889994
513520.616895572,6191030.43889994
525520.616895572,6191030.43889994
537520.616895572,6191030.43889994
549520.616895572,6191030.43889994
561520.616895572,6191030.43889994
573520.616895572,6191030.43889994
585520.616895572,6191030.43889994
597520.616895572,6191030.43889994
609520.616895572,6191030.43889994
621520.616895572,6191030.43889994
633520.616895572,6191030.43889994
645520.616895572,6191030.43889994
657520.616895572,6191030.43889994
669520.616895572,6191030.43889994
681520.616895572,6191030.43889994
693520.616895572,6191030.43889994
705520.616895572,6191030.43889994
717520.616895572,6191030.43889994
729520.616895572,6191030.43889994
741520.616895572,6191030.43889994
753520.616895572,6191030.43889994
765520.616895572,6191030.43889994
777520.616895572,6191030.43889994
789520.616895572,6191030.43889994
801520.616895572,6191030.43889994
813520.616895572,6191030.43889994
825520.616895572,6191030.43889994
837520.616895572,6191030.43889994
513520.616895572,6203030.43889994
525520.616895572,6203030.43889994
537520.616895572,6203030.43889994
549520.616895572,6203030.43889994
561520.616895572,6203030.43889994
573520.616895572,6203030.43889994
585520.616895572,6203030.43889994
597520.616895572,6203030.43889994
609520.616895572,6203030.43889994
621520.616895572,6203030.43889994
633520.616895572,6203030.43889994
645520.616895572,6203030.43889994
657520.616895572,6203030.43889994
669520.616895572,6203030.43889994
681520.616895572,6203030.43889994
693520.616895572,6203030.43889994
705520.616895572,6203030.43889994
717520.616895572,6203030.43889994
729520.616895572,6203030.43889994
741520.616895572,6203030.43889994
753520.616895572,6203030.43889994
765520.616895572,6203030.43889994
777520.616895572,6203030.43889994
789520.616895572,6203030.43889994
801520.616895572,6203030.43889994
813520.616895572,6203030.43889994
825520.616895572,6203030.43889994
837520.616895572,6203030.43889994
561520.616895572,6215030.43889994
573520.616895572,6215030.43889994
585520.616895572,6215030.43889994
597520.616895572,6215030.43889994
609520.616895572,6215030.43889994
621520.616895572,6215030.43889994
633520.616895572,6215030.43889994
657520.616895572,6215030.43889994
669520.616895572,6215030.43889994
681520.616895572,6215030.43889994
693520.616895572,6215030.43889994
705520.616895572,6215030.43889994
717520.616895572,6215030.43889994
729520.616895572,6215030.43889994
741520.616895572,6215030.43889994
753520.616895572,6215030.43889994
765520.616895572,6215030.43889994
777520.616895572,6215030.43889994
789520.616895572,6215030.43889994
801520.616895572,6215030.43889994
813520.616895572,6215030.43889994
825520.616895572,6215030.43889994
837520.616895572,6215030.43889994
849520.616895572,6215030.43889994
561520.616895572,6227030.43889994
573520.616895572,6227030.43889994
585520.616895572,6227030.43889994
597520.616895572,6227030.43889994
609520.616895572,6227030.43889994
621520.616895572,6227030.43889994
633520.616895572,6227030.43889994
645520.616895572,6227030.43889994
657520.616895572,6227030.43889994
669520.616895572,6227030.43889994
681520.616895572,6227030.43889994
693520.616895572,6227030.43889994
705520.616895572,6227030.43889994
717520.616895572,6227030.43889994
729520.616895572,6227030.43889994
741520.616895572,6227030.43889994
753520.616895572,6227030.43889994
765520.616895572,6227030.43889994
777520.616895572,6227030.43889994
789520.616895572,6227030.43889994
801520.616895572,6227030.43889994
813520.616895572,6227030.43889994
825520.616895572,6227030.43889994
837520.616895572,6227030.43889994
849520.616895572,6227030.43889994
861520.616895572,6227030.43889994
873520.616895572,6227030.43889994
885520.616895572,6227030.43889994
537520.616895572,6239030.43889994
549520.616895572,6239030.43889994
561520.616895572,6239030.43889994
573520.616895572,6239030.43889994
585520.616895572,6239030.43889994
597520.616895572,6239030.43889994
609520.616895572,6239030.43889994
621520.616895572,6239030.43889994
633520.616895572,6239030.43889994
645520.616895572,6239030.43889994
657520.616895572,6239030.43889994
669520.616895572,6239030.43889994
681520.616895572,6239030.43889994
693520.616895572,6239030.43889994
705520.616895572,6239030.43889994
717520.616895572,6239030.43889994
729520.616895572,6239030.43889994
741520.616895572,6239030.43889994
753520.616895572,6239030.43889994
765520.616895572,6239030.43889994
777520.616895572,6239030.43889994
789520.616895572,6239030.43889994
801520.616895572,6239030.43889994
813520.616895572,6239030.43889994
825520.616895572,6239030.43889994
837520.616895572,6239030.43889994
849520.616895572,6239030.43889994
861520.616895572,6239030.43889994
873520.616895572,6239030.43889994
885520.616895572,6239030.43889994
897520.616895572,6239030.43889994
537520.616895572,6251030.43889994
549520.616895572,6251030.43889994
561520.616895572,6251030.43889994
573520.616895572,6251030.43889994
585520.616895572,6251030.43889994
597520.616895572,6251030.43889994
609520.616895572,6251030.43889994
621520.616895572,6251030.43889994
633520.616895572,6251030.43889994
645520.616895572,6251030.43889994
657520.616895572,6251030.43889994
669520.616895572,6251030.43889994
681520.616895572,6251030.43889994
693520.616895572,6251030.43889994
705520.616895572,6251030.43889994
717520.616895572,6251030.43889994
729520.616895572,6251030.43889994
741520.616895572,6251030.43889994
753520.616895572,6251030.43889994
765520.616895572,6251030.43889994
777520.616895572,6251030.43889994
789520.616895572,6251030.43889994
801520.616895572,6251030.43889994
813520.616895572,6251030.43889994
825520.616895572,6251030.43889994
837520.616895572,6251030.43889994
849520.616895572,6251030.43889994
861520.616895572,6251030.43889994
873520.616895572,6251030.43889994
885520.616895572,6251030.43889994
897520.616895572,6251030.43889994
909520.616895572,6251030.43889994
549520.616895572,6263030.43889994
561520.616895572,6263030.43889994
573520.616895572,6263030.43889994
585520.616895572,6263030.43889994
597520.616895572,6263030.43889994
609520.616895572,6263030.43889994
621520.616895572,6263030.43889994
633520.616895572,6263030.43889994
645520.616895572,6263030.43889994
657520.616895572,6263030.43889994
669520.616895572,6263030.43889994
681520.616895572,6263030.43889994
693520.616895572,6263030.43889994
705520.616895572,6263030.43889994
717520.616895572,6263030.43889994
729520.616895572,6263030.43889994
741520.616895572,6263030.43889994
753520.616895572,6263030.43889994
777520.616895572,6263030.43889994
789520.616895572,6263030.43889994
801520.616895572,6263030.43889994
813520.616895572,6263030.43889994
825520.616895572,6263030.43889994
837520.616895572,6263030.43889994
849520.616895572,6263030.43889994
861520.616895572,6263030.43889994
873520.616895572,6263030.43889994
885520.616895572,6263030.43889994
897520.616895572,6263030.43889994
909520.616895572,6263030.43889994
561520.616895572,6275030.43889994
573520.616895572,6275030.43889994
585520.616895572,6275030.43889994
597520.616895572,6275030.43889994
609520.616895572,6275030.43889994
621520.616895572,6275030.43889994
633520.616895572,6275030.43889994
645520.616895572,6275030.43889994
657520.616895572,6275030.43889994
669520.616895572,6275030.43889994
681520.616895572,6275030.43889994
693520.616895572,6275030.43889994
705520.616895572,6275030.43889994
717520.616895572,6275030.43889994
729520.616895572,6275030.43889994
741520.616895572,6275030.43889994
753520.616895572,6275030.43889994
777520.616895572,6275030.43889994
789520.616895572,6275030.43889994
813520.616895572,6275030.43889994
825520.616895572,6275030.43889994
837520.616895572,6275030.43889994
849520.616895572,6275030.43889994
861520.616895572,6275030.43889994
873520.616895572,6275030.43889994
885520.616895572,6275030.43889994
897520.616895572,6275030.43889994
909520.616895572,6275030.43889994
921520.616895572,6275030.43889994
597520.616895572,6287030.43889994
609520.616895572,6287030.43889994
621520.616895572,6287030.43889994
633520.616895572,6287030.43889994
645520.616895572,6287030.43889994
657520.616895572,6287030.43889994
669520.616895572,6287030.43889994
681520.616895572,6287030.43889994
693520.616895572,6287030.43889994
705520.616895572,6287030.43889994
717520.616895572,6287030.43889994
729520.616895572,6287030.43889994
741520.616895572,6287030.43889994
753520.616895572,6287030.43889994
765520.616895572,6287030.43889994
777520.616895572,6287030.43889994
789520.616895572,6287030.43889994
801520.616895572,6287030.43889994
813520.616895572,6287030.43889994
825520.616895572,6287030.43889994
837520.616895572,6287030.43889994
849520.616895572,6287030.43889994
861520.616895572,6287030.43889994
873520.616895572,6287030.43889994
885520.616895572,6287030.43889994
897520.616895572,6287030.43889994
909520.616895572,6287030.43889994
921520.616895572,6287030.43889994
933520.616895572,6287030.43889994
597520.616895572,6299030.43889994
609520.616895572,6299030.43889994
633520.616895572,6299030.43889994
645520.616895572,6299030.43889994
657520.616895572,6299030.43889994
669520.616895572,6299030.43889994
681520.616895572,6299030.43889994
693520.616895572,6299030.43889994
705520.616895572,6299030.43889994
717520.616895572,6299030.43889994
729520.616895572,6299030.43889994
741520.616895572,6299030.43889994
753520.616895572,6299030.43889994
765520.616895572,6299030.43889994
777520.616895572,6299030.43889994
789520.616895572,6299030.43889994
801520.616895572,6299030.43889994
813520.616895572,6299030.43889994
825520.616895572,6299030.43889994
837520.616895572,6299030.43889994
849520.616895572,6299030.43889994
861520.616895572,6299030.43889994
873520.616895572,6299030.43889994
885520.616895572,6299030.43889994
897520.616895572,6299030.43889994
909520.616895572,6299030.43889994
921520.616895572,6299030.43889994
933520.616895572,6299030.43889994
945520.616895572,6299030.43889994
633520.616895572,6311030.43889994
645520.616895572,6311030.43889994
657520.616895572,6311030.43889994
669520.616895572,6311030.43889994
681520.616895572,6311030.43889994
693520.616895572,6311030.43889994
705520.616895572,6311030.43889994
717520.616895572,6311030.43889994
729520.616895572,6311030.43889994
741520.616895572,6311030.43889994
753520.616895572,6311030.43889994
765520.616895572,6311030.43889994
777520.616895572,6311030.43889994
789520.616895572,6311030.43889994
801520.616895572,6311030.43889994
837520.616895572,6311030.43889994
849520.616895572,6311030.43889994
861520.616895572,6311030.43889994
873520.616895572,6311030.43889994
885520.616895572,6311030.43889994
897520.616895572,6311030.43889994
909520.616895572,6311030.43889994
921520.616895572,6311030.43889994
933520.616895572,6311030.43889994
945520.616895572,6311030.43889994
957520.616895572,6311030.43889994
657520.616895572,6323030.43889994
669520.616895572,6323030.43889994
681520.616895572,6323030.43889994
693520.616895572,6323030.43889994
705520.616895572,6323030.43889994
717520.616895572,6323030.43889994
729520.616895572,6323030.43889994
741520.616895572,6323030.43889994
753520.616895572,6323030.43889994
765520.616895572,6323030.43889994
777520.616895572,6323030.43889994
789520.616895572,6323030.43889994
849520.616895572,6323030.43889994
861520.616895572,6323030.43889994
873520.616895572,6323030.43889994
885520.616895572,6323030.43889994
897520.616895572,6323030.43889994
909520.616895572,6323030.43889994
921520.616895572,6323030.43889994
933520.616895572,6323030.43889994
