"YEAR","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","prevDEC","prevNOV"
1994,1.96247734677175,1.47104381405723,0.669455201715946,0.998114568119056,1.74081681826511,3.0681327911446,4.482609743037,5.57367819265814,5.79402737891058,4.81411976826368,2.96742814490726,1.74414385786038,3.2530070326664,4.65868372587696
1995,1.44107451089112,0.631530294704707,0.437605564434255,0.322475551149085,1.3960762060278,2.65725857655621,3.74635889924817,4.14327870141826,4.45997023091716,3.99806903333478,2.92439208701184,2.04144817502006,1.74414385786038,2.96742814490726
1996,1.46367433718083,0.754757948911856,0.843220942812491,1.15586590669064,2.24739390139721,3.6200648278731,4.91900446468202,5.48322488695968,5.35040212309013,4.35292280682145,3.57852742906342,2.44144780521906,2.04144817502006,2.92439208701184
1997,1.15412891779776,0.660878091008714,0.331585205850474,0.321837732492148,1.2570198960688,2.81515518693457,3.85846421660755,4.60502718368876,4.76550110725568,4.22715267444276,3.12723442991672,1.69010414146601,2.44144780521906,3.57852742906342
1998,0.756311116418407,0.438364774981505,0.75237554732707,1.2456247866481,2.2297435414484,3.71048020257897,4.68473755137388,5.25125152198413,5.2561616969046,4.6757754091547,3.86796558663525,2.25463745706874,1.69010414146601,3.12723442991672
1999,1.32821455627778,0.338366130415299,0.173833574472688,0.218615239313299,0.69724064720947,1.89166827058038,3.06354907778156,3.97489820260146,4.31633030063011,3.68099911191761,2.26194678718768,1.01238081376409,2.25463745706874,3.86796558663525
2000,-0.192272474664916,-0.0428720650765639,0.379064037135499,0.567833928588156,1.56233629415114,2.91318541833944,4.03513141827552,4.62336978028349,4.78815854415174,4.34154290803458,3.8351534719279,3.17590026125057,1.01238081376409,2.26194678718768
2001,2.33945937727357,2.1518847385721,1.82417466311816,1.33763512805095,1.94412924672286,2.99480063262647,4.26278207070449,5.01965210266159,5.08732058286433,4.37387249651476,3.06464253843915,1.93261647449369,3.17590026125057,3.8351534719279
2002,0.774001806302528,0.262831096224516,0.501116852922001,1.00427967470982,2.13480133900467,3.7997696943758,4.78967775261953,5.4178042740436,5.40744775170946,4.91153391231384,4.27971263991498,3.38553092241855,1.93261647449369,3.06464253843915
2003,2.18486157501395,1.88046578716056,1.58217244315807,1.50905997742127,2.65180649896003,4.17135264472685,5.30772346826794,5.97110917917703,5.96460491890743,5.29419384115153,4.43627517815309,2.81638651003974,3.38553092241855,4.27971263991498
2004,1.78525562316127,1.25527847963664,1.17458107900799,1.03416132553311,2.37916796254729,3.89340923766686,4.80860732648195,5.46742884753207,5.62153248646479,4.74965622856504,3.44827059318785,2.56879527097971,2.81638651003974,4.43627517815309
2005,1.8823724642286,1.51218863277538,1.59310367660023,1.23758495069391,2.18571679182898,3.88804280637735,4.97755601205982,5.71051706564444,5.72685576183456,5.06048841894801,3.14805666069402,1.93366664962553,2.56879527097971,3.44827059318785
2006,1.09226733188102,0.367067458568429,0.389309714636239,0.583566184924081,1.07869029290554,2.2310444594026,3.66668693822132,4.4726301928578,4.58732395306707,4.14015633318117,3.00298679911559,2.04591562859107,1.93366664962553,3.14805666069402
2007,0.696984126716914,0.814015992150563,0.172489821749239,0.0984246667194723,0.744035700754276,1.79569996873042,2.84265665294021,3.63506903040861,4.06510828677996,3.61803760707298,2.78424569383678,1.99564447342174,2.04591562859107,3.00298679911559
2008,0.545989009416721,0.0614441057907743,-0.229136214954477,-0.19968179749248,0.346702870224899,1.61843466105354,2.98815095986646,3.81470186142617,3.92821669357236,3.34513890593274,2.33454115131213,1.41223023497164,1.99564447342174,2.78424569383678
2009,0.330087462105528,0.0804520600247945,-0.0617611462854598,-0.316354952313084,0.489384774949737,1.88046490602363,3.21680321244098,3.99762537322483,4.07864197284911,3.74627732766479,2.45995432671942,1.58175986820323,1.41223023497164,2.33454115131213
2010,1.07746207322357,0.5179578373017,-0.032070997589494,-0.00134135522116455,0.524062497427771,1.85920308012016,3.02313756954477,3.70646512682626,4.34643801002131,3.78985411712358,3.0217827569586,2.05799429760126,1.58175986820323,2.45995432671942
2011,0.772547147625873,0.33531057641939,0.135699357596143,0.0920932912589053,0.688813446147453,2.31143972731026,3.56405294791438,4.39734018559104,4.53910297313184,4.07697568454151,2.83878913848742,1.73713924997222,2.05799429760126,3.0217827569586
2012,0.195793905923441,-0.155849125861128,-0.365133503771171,-0.313007506134212,0.23686443097452,1.37204914131098,2.55331661582868,3.35680277281191,3.50186546263623,3.07346673537688,1.90969306087847,0.765521867975702,1.73713924997222,2.83878913848742
2013,0.50785126316792,0.297674984994749,0.0317773450764094,0.0667122472894375,0.594377186019575,2.04077362530361,3.41721172122157,4.09608451831842,4.28770384907992,3.91738290662022,3.49629631363864,2.49255209223449,0.765521867975702,1.90969306087847
2014,1.94427932371489,1.38849392863596,0.851801579636605,1.27388040799535,2.41936667361944,3.69468113416191,4.78531562777483,5.40074695284664,5.66898220221862,4.91575281067716,4.0826512587475,3.75821366143235,2.49255209223449,3.49629631363864
2015,3.0140704988855,1.69061462362391,1.3892843583469,1.27140901793859,2.24088648312349,3.836094955271,5.02361720093168,5.69298928306562,5.72889244258385,5.2315826125493,4.32765003993402,3.2669053840491,3.75821366143235,4.0826512587475
2016,2.88249325566586,2.50980374573696,2.17176788544898,2.2853124350343,3.57680976237984,5.04286883655259,6.00854447076635,6.414915133302,6.44243899594238,6.06153388909262,4.9611718161755,3.50188952573808,3.2669053840491,4.32765003993402
2017,2.52826103218021,1.18092039914693,0.586119628498908,0.590995106433059,1.75128387937988,3.11524238968533,4.25545107735712,4.77830528295002,4.87704998576466,4.54534289221594,3.90048708661871,2.97952478206825,3.50188952573808,4.9611718161755
2018,2.29124097579329,1.55224956229719,1.50224435173034,2.05576465788038,3.19939747722667,4.46898730861658,5.42748663824269,6.03517107300944,6.3261473610093,5.81058561841357,4.78395760114441,3.04883038625103,2.97952478206825,3.90048708661871
2019,1.6210111916238,1.57399304030201,1.80903389122509,2.40399816631825,3.30474044527236,4.65046789382325,5.65756965660209,6.25812713837818,6.25449218068258,5.62392150928633,4.82462538828363,3.68652820944829,3.04883038625103,4.78395760114441
2020,1.21806754840448,0.256991670323119,0.0505214670718755,0.467320358038382,1.6763052753601,3.23062856725701,4.170622464342,4.80852203432325,4.96502009377109,4.51909487442212,3.58088726280829,1.96167948092468,3.68652820944829,4.82462538828363
2021,0.938009326436201,0.72926410878294,0.430693947162866,0.709452292727357,2.25557822981362,3.65450809956925,4.75100610029462,5.59838982089284,5.54939450444081,4.49472169451376,2.66674809167146,1.21245096959225,1.96167948092468,3.58088726280829
2022,0.430540650287711,0.125381261663753,0.243057447785247,0.215341084896322,1.6413438285505,3.01803613980311,4.07415186945368,4.71846903822302,4.8654584900649,NA,NA,NA,1.21245096959225,2.66674809167146
